NCBI_RefSeq	Heme	ENV	checkm_completeness	checkm_contamination	checkm_marker_set_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus	Species
GCA_001804205	0.60	subsurface	91.33	0	93	90.55950618	45.02137581	1843590	Omnitrophota	Omnitrophia	Omnitrophales	01-FULL-45-10b	01-FULL-45-10b	01-FULL-45-10b sp001804205
GCA_001804565	0.20	subsurface	88.93	0	183	90.94965724	33.1794042	2652894	Bacteroidota	Kapabacteria	Kapabacteriales	UBA2268	GWF2-33-9	GWF2-33-9 sp001804565
GCA_001829125	0.30	subsurface	89.07	0.05	125	86.9067086	26.82392717	4400620	Spirochaetota	GWE2-31-10	GWE2-31-10	GWE2-31-10	GWC1-27-15	GWC1-27-15 sp001829125
GCA_001830425	0.90	subsurface	97.59	0.25	201	91.60411217	58.2468632	2729753	Proteobacteria	Alphaproteobacteria	Rhodospirillales	2-02-FULL-58-16	2-02-FULL-58-16	2-02-FULL-58-16 sp001830425
GCA_001830835	0.70	subsurface	88.71	0.2	155	85.8402818	56.37444077	2599854	Desulfobacterota	Syntrophia	Syntrophales	UBA5619	UBA5619	UBA5619 sp001830835
GCA_001871015	0.30	freshwater enviroment	86.14	0	89	91.68535855	38.46362151	1728469	Desantisbacteria	UBA1551	UBA1551	UBA1559	UBA1559	UBA1559 sp001871015
GCA_001871685	0.90	freshwater enviroment	89.77	0	110	91.25481454	43.94127024	1793524	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	UBA1546	UBA1546	UBA1546 sp001871685
GCA_001871795	1.00	freshwater enviroment	93.18	0	110	85.36541491	50.03240873	2156918	Actinobacteriota	UBA9087	UBA10029	UBA10029	CG2-30-50-142	CG2-30-50-142 sp001871795
GCA_001871905	0.88	freshwater enviroment	94.57	0.87	230	91.51590665	46.67693277	2065866	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UBA1573	UBA1573 sp001871905
GCA_001872285	1.00	freshwater enviroment	93.41	1.97	241	92.30534398	68.20143866	3098774	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	CG2-30-68-42	CG2-30-68-42 sp001872285
GCA_001872455	0.40	freshwater enviroment	98.18	2.73	110	91.21732633	56.65085147	2993963	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	UBA8950	UBA8950 sp001872455
GCA_001873005	0.20	freshwater enviroment	80.93	0.99	101	88.55703122	45.58908988	1075595	Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	CG2-30-46-9	CG2-30-46-9 sp001873005
GCA_001873105	1.00	freshwater enviroment	94.6	0.29	263	90.52885127	34.39650748	2536630	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Planktosalinus	Planktosalinus sp001873105
GCA_001873285	0.90	freshwater enviroment	90.46	1.72	116	86.64166242	53.13413355	2365998	CG2-30-53-67	CG2-30-53-67	CG2-30-53-67	CG2-30-53-67	CG2-30-53-67	CG2-30-53-67 sp001873285
GCA_001873375	1.00	freshwater enviroment	98.58	0.24	424	84.8129539	44.31872064	3495288	Cyanobacteria	Cyanobacteriia	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	Pseudanabaena sp001873375
GCA_001873935	1.00	freshwater enviroment	94.96	0.84	119	92.36437906	65.51062606	2626309	Desulfobacterota_E	MBNT15	MBNT15	MBNT15	CG2-30-66-27	CG2-30-66-27 sp001873935
GCA_001874365	0.90	marine environment	87.49	1.62	185	90.51183964	40.86159597	3253265	Proteobacteria	Gammaproteobacteria	Enterobacterales	Psychrobiaceae	Psychrobium	Psychrobium sp001874365
GCA_001896555	0.70	bioreactor	98.49	1.94	155	87.61908181	57.70313566	3314423	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	UBA1062	UBA1062 sp001896555
GCA_001897135	0.50	bioreactor	85.6	1.66	293	88.84044745	66.40121111	2643054	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	Croceibacterium sp001897135
GCA_001897515	0.30	bioreactor	97.14	0.71	210	94.16329599	41.10564877	2468842	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-08	Bact-08 sp001897515
GCA_001897615	1.00	bioreactor	94.07	2.34	214	86.6735802	68.65560157	3643094	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ottowia	Ottowia sp001897615
GCA_001897795	0.88	bioreactor	82.22	1.09	230	86.12982268	40.5776872	2859639	Proteobacteria	Alphaproteobacteria	UBA9655	UBA9655	UBA9655	UBA9655 sp001897795
GCA_001897945	1.00	bioreactor	96.6	2.36	198	90.16070687	69.33524937	3478756	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp001897945
GCA_001898405	1.00	bioreactor	100	0.03	202	90.8084665	44.14601531	5582235	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	46-32	46-32 sp001898405
GCA_001898485	0.60	bioreactor	100	0	202	89.46854033	46.06278076	5487359	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	46-32	46-32 sp001898485
GCA_001898505	1.00	bioreactor	99.51	3.37	203	92.50093942	50.31125165	7898456	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Puia sp001898505
GCA_001899075	0.88	bioreactor	98.63	0.2	244	90.63935811	67.10065497	4213429	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia_A	Devosia_A sp001899075
GCA_001899285	0.88	bioreactor	97.71	0.47	316	90.18882008	64.15067291	4627262	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Pseudolabrys sp001899285
GCA_001899305	1.00	bioreactor	99.76	0.48	209	91.28053076	62.32638433	3658319	Proteobacteria	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	Thiobacillus sp001899305
GCA_001916215	0.20	host	97.33	0	75	89.33404231	29.76935398	2046136	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	CAG-307	CAG-307 sp001916215
GCA_001917125	0.20	host	95.7	0	93	88.76426522	46.7245095	1836284	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	CAG-495 sp001917125
GCA_001917135	0.20	host	95.6	0	91	86.62122876	47.14230717	1904577	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-267	CAG-267 sp001917135
GCA_001917535	1.00	soil	82.9	2.26	116	92.01972971	69.57108921	3675878	Methylomirabilota	Methylomirabilia	Rokubacteriales	GWA2-73-35	40CM-4-69-5	40CM-4-69-5 sp001917535
GCA_001940925	0.20	host	98.66	0	149	88.28161598	54.84698193	3707943	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Firm-04	Firm-04 sp001940925
GCA_001941205	0.30	host	98.37	1.51	265	89.45175924	51.23186896	2751729	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Amulumruptor	Amulumruptor caecigallinarius
GCA_002007365	0.60	host	80.76	0.67	149	84.47935214	32.30108587	2090338	Firmicutes_A	Clostridia	Lachnospirales	Cellulosilyticaceae	Epulopiscium_D	Epulopiscium_D sp002007365
GCA_002007425	0.90	soil	89.99	1.11	284	87.03193294	60.03452958	2961675	Proteobacteria	Gammaproteobacteria	JACCXJ01	JACCXJ01	USCg-Taylor	USCg-Taylor sp002007425
GCA_002010665	0.60	subsurface	93.85	2.56	117	93.92716887	32.59792829	2530072	Acidobacteriota	Aminicenantia	JdFR-78	JdFR-78	JdFR-78	JdFR-78 sp002010665
GCA_002010915	0.70	subsurface	96.77	2.58	155	88.03362387	57.59348461	4102562	Desulfobacterota	JdFR-97	JdFR-97	JdFR-97	JdFR-97	JdFR-97 sp002010915
GCA_002011425	0.70	subsurface	91.53	0	59	90.27430249	61.21724863	1893129	Bipolaricaulota	Bipolaricaulia	Bipolaricaulales	Bipolaricaulaceae	UBA3571	UBA3571 sp002011425
GCA_002011495	0.80	subsurface	87.72	0.99	101	91.57529977	56.93861888	1798153	Chloroflexota	Dehalococcoidia	Dehalococcoidales	RBG-16-60-22	JdFR-56	JdFR-56 sp002011495
GCA_002011735	0.90	subsurface	94.55	1.82	110	93.60247732	48.33201234	2050278	Nitrospirota	Thermodesulfovibrionia	UBA6902	JdFR-81	JdFR-81	JdFR-81 sp002011735
GCA_002029975	0.40	freshwater enviroment	96.67	0.71	141	89.39134504	50.39255171	2376371	Firmicutes_A	Clostridia	Peptostreptococcales	Acidaminobacteraceae	ML8-F1	ML8-F1 sp002029975
GCA_002030015	0.60	freshwater enviroment	88.71	3.23	155	89.21482778	55.19716272	2512366	Desulfobacterota	Syntrophia	Syntrophales	UBA2210	MLS-D	MLS-D sp002030015
GCA_002049545	1.00	biofilm	98.71	0	155	88.07498446	48.34224624	2550982	Desulfobacterota_F	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Desulfuromusa	Desulfuromusa sp002049545
GCA_002050235	1.00	sludge	85.59	2.26	155	93.0294218	69.75415785	3818019	Desulfobacterota_B	Binatia	UTPRO1	UTPRO1	UTPRO1	UTPRO1 sp002050235
GCA_002050275	0.40	sludge	89.39	0.91	110	92.36976218	52.61869775	2777515	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	UBA12294	UBA12294 sp002050275
GCA_002050295	0.40	sludge	96.93	2.98	179	90.25717878	33.00948193	4062427	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Ignavibacterium sp002050295
GCA_002050365	1.00	soil	90.6	3.59	117	87.95552874	45.41283221	4149107	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	GCA-002050365	GCA-002050365 sp002050365
GCA_002066995	0.40	sludge	97.54	0.52	203	90.10300839	40.99049227	3757364	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	UTBCD1	UTBCD1 sp002066995
GCA_002067165	0.70	bioreactor	92.44	3.36	119	89.06276426	50.69429116	3488450	Desulfobacterota_G	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	Syntrophorhabdus sp002067165
GCA_002067205	0.60	bioreactor	93.58	2.53	158	83.19488714	46.51995798	4758046	Firmicutes_B	Desulfotomaculia	Desulfotomaculales	Pelotomaculaceae	MVQL01	MVQL01 sp002067205
GCA_002068015	0.80	bioreactor	95.48	1.61	155	89.02916279	45.32671029	3596535	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Fen-1166	Fen-1166 sp002068015
GCA_002068205	1.00	bioreactor	85.08	2.2	91	86.79170632	66.61742179	3543516	Sumerlaeota	Sumerlaeia	MVZB01	MVZB01	MVZB01	MVZB01 sp002068205
GCA_002068325	0.20	bioreactor	81.19	2.62	148	87.90251755	69.46337716	4759544	Verrucomicrobiota	Lentisphaeria	UBA1407	MVZH01	MVZH01	MVZH01 sp002068325
GCA_002068415	0.20	bioreactor	98.67	0	75	90.98137393	37.27256664	1743148	Firmicutes	Bacilli	ML615J-28	CAG-698	UBA2253	UBA2253 sp002068415
GCA_002069015	0.30	bioreactor	95.08	1.79	149	90.61363019	42.85578134	2213923	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	DTU089	DTU089 sp002069015
GCA_002069095	0.40	bioreactor	85.37	0.46	183	88.47673188	40.11134907	2234774	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas sp002069095
GCA_002069605	0.30	bioreactor	100	0	59	85.41811439	38.71236097	2518330	Caldatribacteriota	Caldatribacteriia	Caldatribacteriales	UBA8910	UBA8910	UBA8910 sp002069605
GCA_002069785	0.20	bioreactor	93.89	4.73	148	92.05666668	55.19703852	5965128	Verrucomicrobiota	Lentisphaeria	Victivallales	UBA1829	UBA11452	UBA11452 sp002069785
GCA_002069855	0.20	bioreactor	88.76	1.12	89	90.44527206	39.22009815	1768402	Elusimicrobiota	UBA8919	UBA8919	MWCF01	MWCF01	MWCF01 sp002069855
GCA_002069975	0.90	bioreactor	98.92	0.81	186	91.12087785	33.91549232	3103505	Bacteroidota	Bacteroidia	Bacteroidales	UBA1715	WQTX01	WQTX01 sp002069975
GCA_002070005	0.10	bioreactor	80.46	2.66	58	91.54100014	37.33665179	2280175	Patescibacteria	Paceibacteria	Paceibacterales	UBA5633	MWCK01	MWCK01 sp002070005
GCA_002070105	0.40	bioreactor	97.32	4.03	149	89.51288051	43.95221435	2628739	Firmicutes_A	Clostridia	Monoglobales	Firm-18	MWCQ01	MWCQ01 sp002070105
GCA_002070265	0.30	bioreactor	95.7	0.9	186	90.48604151	38.89767778	2946271	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter sp002070265
GCA_002070395	0.20	bioreactor	100	0	59	90.85615559	60.08770802	1905413	Synergistota	Synergistia	Synergistales	Thermovirgaceae	58-81	58-81 sp002070395
GCA_002070475	0.30	bioreactor	93.01	2.1	143	92.92809701	35.35797273	2528796	Firmicutes_A	Clostridia	DUPQ01	DUPQ01	DUPQ01	DUPQ01 sp002070475
GCA_002070645	0.30	bioreactor	94.32	1.12	89	91.82144056	36.12697202	2034527	Ratteibacteria	UBA8468	B48-G9	DTJG01	DTJG01	DTJG01 sp002070645
GCA_002071045	0.70	bioreactor	86.45	3.36	155	91.28734259	60.42621293	2813711	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	MWEI01	MWEI01 sp002071045
GCA_002071175	0.30	bioreactor	84.9	0.71	210	95.30775713	45.92373	1395516	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	DMER64	DMER64 sp002071175
GCA_002071445	0.40	bioreactor	92.86	1.43	210	89.26361974	44.21547552	3061842	Bacteroidota	Bacteroidia	Bacteroidales	BBW3	MWFE01	MWFE01 sp002071445
GCA_002082305	1.00	marine environment	89.58	0	119	88.60779943	42.29780442	2804129	SAR324	SAR324	SAR324	NAC60-12	Arctic96AD-7	Arctic96AD-7 sp002082305
GCA_002084545	0.80	marine environment	80.59	4.52	155	88.88309925	47.50793478	3181930	Desulfobacterota	Desulfobacteria	Desulfobacterales	4572-123	4572-123	4572-123 sp002084545
GCA_002085445	0.80	marine environment	85.52	2.3	284	69.31866827	42.84866251	8451742	Proteobacteria	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	UBA10656	UBA10656 sp002085445
GCA_002159065	1.00	compost	93.35	4.92	186	88.09002036	62.51437316	3122138	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	ZCTH02-B3	ZCTH02-B3 sp002159065
GCA_002159075	1.00	compost	95.38	1.41	130	87.18822302	53.67802259	3439117	Firmicutes	Bacilli	Bacillales_F	Bacillaceae_M	Bacillus_BB	BacilluBB thermozeamaize
GCA_002159085	1.00	compost	95.05	0	186	87.60283001	64.33898725	3371584	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Thermobacillus	Thermobacillus sp002159085
GCA_002159155	1.00	compost	91.58	4.83	102	89.97757001	65.53269791	2774856	Firmicutes_G	Limnochordia	Limnochordales_A	ZCTH02-B6	ZCTH02-B6	ZCTH02-B6 sp002159155
GCA_002167285	0.90	marine environment	85.23	1.61	93	91.85653262	52.27556358	2980831	Planctomycetota	UBA8108	UBA1146	UBA1146	UBA12191	UBA12191 sp002167285
GCA_002167715	0.70	marine environment	91.43	2.54	230	92.22557636	42.55166078	2501060	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	TMED27	TMED27 sp002167715
GCA_002167745	0.40	marine environment	92.68	0.3	164	92.39465161	44.11987314	1881163	Proteobacteria	Gammaproteobacteria	Burkholderiales	UBA3031	UBA3031	UBA3031 sp002167745
GCA_002167775	0.80	marine environment	94.41	4.32	185	95.17007577	38.01028081	2458610	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	UBA952 sp002167775
GCA_002167805	0.30	marine environment	94.44	4.3	186	95.61665529	36.09250546	1720102	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	TMED14	TMED14 sp002167805
GCA_002167825	0.88	marine environment	94.51	4.52	91	96.47379146	29.84911575	1347538	Proteobacteria	Alphaproteobacteria	TMED127	TMED127	TMED13	TMED13 sp002167825
GCA_002171615	0.78	marine environment	80.24	0.53	284	95.3425796	34.49774277	1573897	Proteobacteria	Gammaproteobacteria	UBA6522	UBA6522	TMED78	TMED78 sp002171615
GCA_002171765	1.00	marine environment	84.08	3.04	148	95.21015185	43.28836249	2128794	Verrucomicrobiota	Verrucomicrobiae	Opitutales	MB11C04	MB11C04	MB11C04 sp002171765
GCA_002172915	0.63	marine environment	93.83	3.48	308	90.20889614	54.67807886	2450500	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Henriciella sp002172915
GCA_002197525	1.00	soil	89.39	2.14	117	84.03816096	58.51885786	2798462	Acidobacteriota	Acidobacteriae	UBA7540	UBA7540	RH2-MAG17b	RH2-MAG17b sp002197525
GCA_002215665	0.10	marine environment	89.64	0.4	91	92.73089804	38.1833686	1623433	WOR-3	UBA3072	UBA3072	UBA3072	UBA3072	UBA3072 sp002215665
GCA_002215675	0.30	soil	97.62	0.71	210	91.62298889	41.29838374	3376622	Bacteroidota	Bacteroidia	AKYH767-A	2013-40CM-41-45	2013-40CM-41-45	2013-40CM-41-45 sp002215675
GCA_002254365	0.90	sludge	95.8	3.64	110	86.43034764	54.92920092	3909997	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira_F	Nitrospira_F sp002254365
GCA_002254605	0.20	hot springs	89.35	0	108	92.97198645	59.37588657	2604847	Armatimonadota	Fimbriimonadia	Fimbriimonadales	GBS-DC	GBS-DC	GBS-DC sp002254605
GCA_002255365	1.00	wastewater	99.47	4.36	284	85.91629641	64.28742035	3449888	Proteobacteria	Gammaproteobacteria	21-64-14	21-64-14	21-64-14	21-64-14 sp002255365
GCA_002255565	1.00	wastewater	92.83	3.28	117	92.15081239	72.54135936	1951272	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	RAAP-2 sp002255565
GCA_002256485	0.10	aquatic	97.8	0	91	94.37148582	37.78920663	2468218	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	UBA2126	UBA2126 sp002256485
GCA_002256935	0.80	wastewater	96.43	0.89	112	90.49559021	41.05587163	4015273	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	UBA2316	UBA2316 sp002256935
GCA_002257025	1.00	wastewater	99.03	0	206	88.71893411	39.36857938	4099391	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Daejeonella	Daejeonella sp002257025
GCA_002257235	0.75	wastewater	96.77	0	93	86.40649791	39.32874318	1885776	Proteobacteria	Alphaproteobacteria	16-39-46	16-39-46	16-39-46	16-39-46 sp002257235
GCA_002278935	1.00	wastewater	99.52	1.46	210	89.66612625	52.56543337	3278335	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	39-52-133	39-52-133 sp002278935
GCA_002279935	0.90	wastewater	98.39	0.44	248	86.53463061	61.60819257	4391881	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp002279935
GCA_002280405	0.88	wastewater	83.25	0.71	330	90.20877295	66.36623532	2915416	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola	Tabrizicola sp002280405
GCA_002280485	0.88	wastewater	85.8	4.17	308	89.99881299	69.05135469	2839063	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NCED01	NCED01 sp002280485
GCA_002280675	0.88	wastewater	99.29	0.68	293	91.32718182	59.6078946	3764601	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp002280675
GCA_002281095	1.00	wastewater	98.17	0.34	164	93.36929967	46.32659059	1827635	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	GCA-002282575	GCA-002282575 sp002281095
GCA_002281295	1.00	wastewater	97.41	2.49	174	90.65117147	53.51861084	2459859	Proteobacteria	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae	Halothiobacillus	Halothiobacillus sp002281295
GCA_002281555	1.00	wastewater	95.73	1.18	211	91.39795137	60.88037026	3513663	Proteobacteria	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	PFJX01	PFJX01 sp002281555
GCA_002281735	0.90	wastewater	96.55	0.77	174	90.51991094	56.82975203	2307299	Proteobacteria	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae	28-57-27	28-57-27 sp002281735
GCA_002282445	1.00	wastewater	99.14	1.37	214	93.70662245	54.51723398	2563250	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans	Limnohabitans sp002282445
GCA_002282565	0.88	wastewater	89.47	1.8	308	90.27193743	61.92740057	3544786	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp002282565
GCA_002291875	0.88	aquatic	80.94	2.79	308	87.67334279	69.34454599	2642452	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	UBA1001	UBA1001 sp002291875
GCA_002292025	0.20	aquatic	80.37	0.85	118	88.80730722	54.59235239	1446131	Firmicutes_H	UBA994	UBA994	UBA994	UBA994	UBA994 sp002292025
GCA_002292345	1.00	marine environment	92.07	0	148	88.6745311	51.81277667	2432641	Verrucomicrobiota	Verrucomicrobiae	Opitutales	DSM-45221	BACL24	BACL24 sp002292345
GCA_002292365	1.00	marine environment	87.89	1.19	336	89.54039245	37.87316737	2579418	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	UBA4465	UBA4465 sp002292365
GCA_002292375	1.00	marine environment	97.04	2.41	290	92.74057117	44.75940246	2328365	Proteobacteria	Gammaproteobacteria	Methylococcales	Cycloclasticaceae	Cycloclasticus	Cycloclasticus sp002292375
GCA_002292815	0.90	marine environment	96.83	1.69	284	90.3022052	40.7367808	2449660	Proteobacteria	Gammaproteobacteria	UBA4486	UBA4486	UBA7359	UBA7359 sp002292815
GCA_002293025	0.30	freshwater enviroment	83.71	0	185	92.75633318	44.40888155	1222530	Actinobacteriota	Actinomycetia	Nanopelagicales	AcAMD-5	AcAMD-5	AcAMD-5 sp002293025
GCA_002293045	0.90	freshwater enviroment	90.72	0.72	185	94.21528846	41.92274072	2384596	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	UBA952 sp002293045
GCA_002293065	0.70	freshwater enviroment	84.89	1.69	148	89.60357872	64.51545153	2275004	Verrucomicrobiota	Verrucomicrobiae	Opitutales	UBA953	UBA953	UBA953 sp002293065
GCA_002293125	0.80	freshwater enviroment	88.58	1.01	148	91.615979	64.11468768	2164892	Verrucomicrobiota	Verrucomicrobiae	Opitutales	UBA953	UBA953	UBA953 sp002293125
GCA_002293155	0.90	freshwater enviroment	88.18	0	234	89.1296505	54.07264382	1613214	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	UBA954	UBA954 sp002293155
GCA_002293315	0.20	host	91.93	0.89	149	89.04251904	49.95574194	1672921	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA945	UBA945 sp002293315
GCA_002293965	0.90	aquatic	82.92	3.87	120	92.81204756	60.07725522	1654908	Actinobacteriota	Coriobacteriia	OPB41	UBA912	UBA912	UBA912 sp002293965
GCA_002294005	0.20	aquatic	81.21	0.64	157	85.14689273	62.83743025	1514949	Firmicutes_B	Desulfotomaculia	Ammonifexales	Desulforudaceae	Desulforudis	Desulforudis sp002294005
GCA_002295325	0.20	terrestrial	94.94	1.36	149	86.03979685	36.50679688	2654331	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA866	UBA866 sp002295325
GCA_002296975	0.70	hydrothermal vent	81.32	2.1	119	93.6466343	57.09019611	3490701	Myxococcota	UBA796	UBA796	UBA796	UBA796	UBA796 sp002296975
GCA_002299475	0.10	aquatic	89.89	0.56	89	89.08970201	27.96854823	891708	Firmicutes	Bacilli	RF39	UBA660	UBA660	UBA660 sp002299475
GCA_002299555	0.30	marine environment	86.48	1.71	117	92.23731605	37.7661486	2656053	Acidobacteriota	Aminicenantia	UBA2199	UBA2199	UBA647	UBA647 sp002299555
GCA_002299665	0.30	host	84.61	3.53	207	85.92514124	38.2282985	2660183	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45	CAG-45 sp002299665
GCA_002299915	1.00	aquatic	92.26	0.35	284	90.24161066	44.42082228	1890107	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	UBA652	UBA652 sp002299915
GCA_002299965	0.20	marine environment	93.83	0	56	89.47756351	36.41266333	1317385	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	UBA646	UBA646 sp002299965
