NCBI_RefSeq	Heme	checkm_completeness	checkm_contamination	checkm_marker_set_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus	Species
GCA_903910765	0.3	89.78	3.37	203	93.2465521	35.33675744	2497391	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp903910765
GCA_903911135	0.3	94.65	0.48	210	86.93008878	40.40789249	3795657	Bacteroidota	Bacteroidia	AKYH767-A	JABDAW01	JABDAW01	JABDAW01 sp903911135
GCA_903912795	0.8	98.66	4.5	186	90.99022634	36.95166635	4660894	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter sp903912795
GCA_903915465	0.3	98.12	1.61	186	89.77029844	41.18624122	4074635	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	FEN-979	FEN-979 sp903915465
GCA_903916595	0.3	96.51	1.48	186	93.88004835	45.54670093	3786092	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	CAIRDP01	CAIRDP01 sp903916595
GCA_903919925	0.4	95.59	3.65	186	92.61462883	44.02209732	7011347	Bacteroidota	Bacteroidia	Bacteroidales	UBA12481	UBA12481	UBA12481 sp903919925
GCA_903922465	1	98.39	2.96	186	85.99604337	35.98125577	5024480	Bacteroidota	Bacteroidia	Bacteroidales	CAIXTV01	CAIXTV01	CAIXTV01 sp903922465
GCA_903923905	1	99.1	2.78	186	89.53200325	41.18289367	5409717	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	JAAFHB01	JAAFHB01 sp903923905
GCA_903923915	1	91.22	2.04	210	92.06525464	35.01432016	3268120	Bacteroidota	Bacteroidia	AKYH767	B-17BO	PALSA-968	PALSA-968 sp903923915
GCA_903927965	0.5	99.82	2.71	186	89.32143727	41.194959	7571356	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	JAAFHB01	JAAFHB01 sp903927965
GCA_903928285	0.3	90.98	3.14	186	91.51285832	48.94807403	3988351	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	CAIVAT01	CAIVAT01 sp903928285
GCA_903929065	0.2	95.22	3.54	186	88.53144171	37.6489821	3995027	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter sp903929065
GCA_903930085	1	92.43	4.86	185	92.06983763	36.91049307	2634511	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	M0103	M0103 sp903930085
GCA_903933805	0.4	98.51	1.24	202	88.62171311	47.88344668	4206178	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	M3007	M3007 sp903933805
GCA_903933935	1	93.88	0.11	330	93.86811447	37.81673063	2885654	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Aquirufa	Aquirufa sp903933935
GCA_903933995	0.5	86.04	4.71	203	93.65129129	38.82475134	3741438	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp903933995
GCA_903935095	1	100	1.08	185	94.41580292	39.51112881	2480858	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	UBA952 sp903935095
GCA_903938445	0.3	98.03	1.23	203	93.53290248	34.37633306	2243433	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp903938445
GCA_903944895	0.4	96.24	4.3	186	88.3795223	41.14520278	7167115	Bacteroidota	Bacteroidia	Bacteroidales	4484-276	CAJATL01	CAJATL01 sp903944895
GCA_903945175	0.3	99.46	1.08	186	92.94694949	44.87295484	4407724	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	CAIVAT01	CAIVAT01 sp903945175
GCA_903945495	1	100	0.05	185	92.45152163	36.20441652	3642191	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	M0103	M0103 sp903945495
GCA_903951405	0.3	87.68	2.83	203	92.30841912	37.55605984	2455412	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	SXYR01	SXYR01 sp903951405
GCA_903957365	0.3	94.62	1.88	186	88.89470653	38.5632735	4438604	Bacteroidota	Bacteroidia	Bacteroidales	F082	UBA6192	UBA6192 sp903957365
GCA_903958995	1	90.44	2.7	210	93.29980104	34.93788398	2321543	Bacteroidota	Bacteroidia	Sphingobacteriales	CAIKLP01	CAJBVG01	CAJBVG01 sp903958995
GCF_000153385	1	98.16	0.19	263	91.43139964	34.95321186	3103424	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens sp000153385
GCF_000159955	1	95.47	0	170	82.05257532	52.02746179	5097411	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_A	PaenibacilluA sp000159955
GCF_000174015	0.2	100	0	124	89.37853066	49.2622784	1626291	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella rimae
GCF_000180035	0.2	99.25	0	295	86.64894245	41.97721502	2050302	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguiniC
GCF_000186445	0.2	99.47	0	282	81.54471452	35.26434095	2287892	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
GCF_000187895	0.3	99.25	0.68	268	90.90499972	44.31278956	4421924	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
GCF_000257925	0.4	99.32	0	296	85.23535636	41.32438173	2945767	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000257925
GCF_000258765	1	98.95	0	263	88.70753511	34.85314302	2981404	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gillisia	Gillisia marina
GCF_000318095	0.4	97.12	0.37	269	85.06852873	46.13144796	2553017	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	F0040	F0040 sp000318095
GCF_000318275	1	99.52	0.71	210	90.58416022	38.40067699	2656035	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sp000318275
GCF_000381545	1	100	0	266	86.72438017	41.82850571	5193701	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Rhodonellum	Rhodonellum psychrophilum
GCF_000382125	1	99.28	1.11	303	90.30614308	38.25234624	3906474	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Eudoraea	Eudoraea adriatica
GCF_000403785	1	96.58	0.1	263	88.83534002	33.89590265	3646721	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gillisia	Gillisia sp000403785
GCF_000411475	0.2	100	0	294	88.03221097	39.57751795	1765113	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp000411475
GCF_000423245	0.1	97.91	0	191	89.18854167	33.6724267	1385752	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ceti
GCF_000423405	1	99.62	0	263	90.56707132	35.1618535	3205558	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesonia mobilis
GCF_000423565	1	100	0	336	89.60440669	42.14239782	7600634	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Runella	Runella zeae
GCF_000426145	1	99.65	0.76	283	87.75806077	33.71697031	5264264	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp000426145
GCF_000428845	1	100	0	336	90.87728668	45.66760257	6287614	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	Dyadobacter alkalitolerans
GCF_000429585	0.3	98.34	0.85	181	86.45625156	45.58724123	2267201	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus	Atopococcus tabaci
GCF_000517545	0.4	97.58	0.37	269	88.02203726	43.26387188	5365278	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides reticulotermitis
GCF_000518865	1	98.57	3.42	227	85.04406891	36.04880998	5335054	Firmicutes	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus sp000518865
GCF_000565015	0.5	95.05	0	318	86.17071126	50.98798188	2040170	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas catoniae
GCF_000619825	0.9	99.63	0	270	93.4502577	47.75057065	3384011	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000619825
GCF_000759025	1	100	4.04	198	89.08984343	51.01210124	7868778	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter xiamenensis
GCF_000812965	1	98.09	0.48	209	88.20331448	40.47568648	6358642	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter kyungheensis
GCF_000814685	1	94.67	4.07	210	87.80460772	41.25458558	3040550	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp000814685
GCF_000836725	1	99.44	0.6	178	88.87664474	41.96301081	2736908	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus thermarum
GCF_001013295	1	100	0.49	204	87.47138255	36.8937512	5830795	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologeneB
GCF_001270045	0.625	100	1.88	186	89.62187217	45.47490251	4436542	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	UBA1413	UBA1413 sp001270045
GCF_001314995	0.4	99.46	0.12	309	90.77161815	41.87872702	6472489	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
GCF_001405375	0.2	100	0.81	124	85.48785415	59.66844579	2234797	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofacienF
GCF_001435325	0.1	98.94	0	154	88.6173963	35.35360021	2009795	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus intestinalis
GCF_001437205	0.2	98.95	0.1	191	88.94080362	46.44642031	2086969	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Paralactobacillus	Paralactobacillus selangorensis
GCF_001438805	0.1	99.48	1.57	191	87.29799713	35.47537589	2698724	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus kimchiensis
GCF_001484045	0	90.23	0.38	133	93.94995601	28.49069565	647830	Firmicutes	Bacilli	Mycoplasmatales	GCF-1484045	GCF-1484045	GCF-1484045 sp001484045
GCF_001552295	0.2	97.83	0.47	184	84.24940952	35.48450567	2327754	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Globicatella	Globicatella sanguinis
GCF_001636615	1	98.1	1.19	210	89.5663639	43.45414998	5250739	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp001636615
GCF_001659685	0.3	100	1.36	184	88.70913332	35.38027129	6026579	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis marinus
GCF_001660705	0.9	100	1.27	184	87.81869269	35.06381125	5879763	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis aurantiacus
GCF_001700435	1	99.19	0.04	186	88.73554633	45.69526915	7877932	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_E	PaenibacilluE pectinilyticus
GCF_001712755	1	98.79	1.8	174	82.54925607	32.94787743	4894118	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Gottfriedia	Gottfriedia luciferensiB
GCF_001761325	1	98.99	0	298	91.5757816	30.35265528	3426122	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Urechidicola	Urechidicola croceus
GCF_001815865	0.3	98.46	0	184	89.24729214	46.60083288	2020784	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia sp001815865
GCF_001884105	1	99.34	0.45	303	84.98984085	35.4554186	5094423	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	BacilluA luti
GCF_001889045	1	99.66	1.17	298	91.51947875	30.72724581	3019213	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum_A	Tenacibaculum_A todarodis
GCF_001975825	1	99.34	4.07	203	88.29535986	43.44759543	8630543	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp001975825
GCF_002078015	1	100	0.99	203	86.29839409	45.444095	8612932	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	Niastella populi
GCF_002128425	1	98.79	1.8	174	83.24169265	32.79591835	4770625	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Gottfriedia	Gottfriedia acidiceleris
GCF_002156385	1	97.35	1.1	151	84.04867314	38.13404787	4555038	Firmicutes	Bacilli	Bacillales_H	Bacillaceae_D	45385	45385 sp002156385
GCF_002156865	1	98.79	2.59	174	81.87682666	32.83166945	4426802	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Gottfriedia	Gottfriedia luciferensis
GCF_002156875	1	98.79	1.26	174	82.91582721	33.06096625	4330675	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Gottfriedia	Gottfriedia sp002156875
GCF_002159335	0.5	99.19	0.81	124	84.51442849	65.33111709	2367365	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	An7	An7 sp002159335
GCF_002159555	0.3	97.86	0.48	210	90.42426382	49.05949939	2322965	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	UBA3382	UBA3382 sp002159555
GCF_002159645	0.4	99.23	0	260	88.96924847	46.66701797	3681508	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp002159645
GCF_002160055	0.3	97.68	0.31	269	87.58151081	49.51518787	3844582	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp002160055
GCF_002160815	0.2	100	0.13	106	89.16551837	31.51831794	2558858	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Massiliomicrobiota	Massiliomicrobiota sp002160815
GCF_002161805	0.3	98.79	0.81	124	88.20031427	62.94116426	2215898	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	An7	An7 sp002161805
GCF_002210225	1	100	1.09	184	91.50247193	48.94837799	4148783	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Geofilum	Geofilum rhodophaeum
GCF_002212725	1	90.28	3.94	203	88.59882503	46.01726387	4920449	Bacteroidota	Bacteroidia	Chitinophagales	UBA2359	UBA2359	UBA2359 sp002212725
GCF_002251245	0.3	98.98	0.09	270	88.46135097	47.64169944	3507759	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251245
GCF_002251365	0.3	98.93	2.62	280	89.11495287	48.04571214	3904696	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251365
GCF_002251435	0.3	99.63	1.3	270	89.53908805	45.62200501	4106229	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251435
GCF_002251775	1	98.65	1.66	283	88.10492563	40.36636948	3247176	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium aurantiibacter
GCF_002252085	0.1	98.9	1.1	182	83.17403025	38.50138903	2042438	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus sp002252085
GCF_002260845	0.3	98.49	0.63	265	89.73095477	41.30461035	2169598	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus_A	LactococcuA reticulitermitis
GCF_002264395	1	99.85	0.73	170	87.37200647	43.47231883	7077799	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp002264395
GCF_002514735	1	99.34	0.4	303	90.39213161	44.08693955	4566018	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Sediminicola_A	Sediminicola_A luteus
GCF_002574545	1	98.79	1.8	174	84.16184868	33.1024722	4392053	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Gottfriedia	Gottfriedia sp002574545
GCF_002577195	1	98.79	1.22	174	82.1142097	33.11574395	4634545	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Gottfriedia	Gottfriedia sp002577195
GCF_002591745	1	98.5	1	200	88.37649417	50.42956737	5481126	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella_A	Lewinella_A sp002591745
GCF_002744755	1	99.62	0.38	263	91.14138138	42.10108155	4370038	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella nanhaiensis
GCF_002754315	1	99.29	0.18	283	89.0602853	34.21983842	3763919	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002754315
GCF_002807015	1	95.36	0.35	283	91.03246034	37.55275474	2331799	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides dinanensis
GCF_002871555	0.2	99.18	0.59	184	86.82975587	40.15121403	1980920	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus vaginaliA
GCF_002872255	0.1	99.48	1.11	191	88.49238912	34.15381922	2582291	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus nuruki
GCF_002886045	1	99.34	2.49	303	88.30142773	33.9348546	5665358	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavivirga	Flavivirga eckloniae
GCF_002899825	1	100	0.74	204	87.98132037	36.30451268	5235650	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp002899825
GCF_002904345	0.8	94.8	0	93	71.19659047	37.03025367	1317719	Bacteroidota	Bacteroidia	Flavobacteriales	Blattabacteriaceae	GSPS2-BC2016	GSPS2-BC2016 sp002904345
GCF_002933815	1	99.84	1.43	210	88.87716903	40.663117	6473343	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp002933815
GCF_002933955	0.2	94.83	1.58	269	87.43832021	46.90589412	2881414	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	Prevotellamassilia sp002933955
GCF_003001695	1	99.32	0.21	303	92.43699918	39.66123361	4376054	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda pacifica
GCF_003024805	0.3	99.43	0.38	265	89.1262822	50.77022384	3268790	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella muris
GCF_003029735	1	98.09	0.16	209	91.10191657	50.53792376	4310771	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter yulinensis
GCF_003053645	1	98.79	1.31	174	82.62243238	32.98302405	4271950	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Gottfriedia	Gottfriedia sp003053645
GCF_003057865	1	99.34	0.65	303	92.27162387	41.62232294	3787458	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda sp003057865
GCF_003071345	1	99.34	0.25	203	88.70399898	52.16935728	6146060	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga parva
GCF_003075435	1	100	0.49	203	88.13911381	39.98844425	6175289	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NS-102	NS-102 sp003075435
GCF_003143755	1	99.67	0.17	303	91.72399504	31.85608523	3339969	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algibacter_B	Algibacter_B sp003143755
GCF_003149745	1	99.34	0.71	303	92.75614914	37.62202138	3614652	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda koreensis
GCF_003233845	1	99.65	0	186	88.02530942	52.50514488	5661449	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_I	PaenibacilluI sambharensis
GCF_003234935	1	99.82	1.08	185	90.59142923	34.10406111	4042952	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Putridiphycobacter	Putridiphycobacter roseus
GCF_003259835	1	99.65	0.02	283	92.25684645	32.47480506	2821499	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium aquaticum
GCF_003265305	0.3	98.42	0	269	89.5488583	46.37546663	2920169	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	RUG210	RUG210 sp003265305
GCF_003293845	1	99.65	0.35	283	90.70835896	33.21032766	2737708	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium tibetense
GCF_003313385	1	97.45	0	209	88.53180105	39.2060211	5054063	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter chitinilyticus
GCF_003315595	1	97.61	0.66	209	85.55608432	39.74883252	6696979	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter miscanthi
GCF_003316845	1	100	0.38	266	88.68416714	41.1923568	5137271	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Aquiflexum	Aquiflexum sp003316845
GCF_003336205	1	100	0.74	204	89.89687441	39.65612739	2375938	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Planobacterium	Planobacterium lacus
GCF_003337315	0.3	99.45	0.83	181	90.14393286	32.40274477	2651514	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	Vagococcus fluvialis
GCF_003413745	1	99.24	0.19	263	92.03728214	35.93815655	3303244	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Marixanthomonas	Marixanthomonas ophiurae
GCF_003432115	1	98.1	0.24	210	89.79587514	44.59793137	5335313	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp003432115
GCF_003437535	0.3	98.88	0	268	91.47215086	44.25053808	3968058	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeiuA
GCF_003449015	1	98.66	2.12	298	89.70261303	31.9983532	5108092	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureibaculum	Aureibaculum sp003449015
GCF_003464595	0.4	99.13	1.31	268	90.83825219	42.36441351	6605530	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinaliA
GCF_003473295	0.4	99.42	0.58	260	90.47234893	41.54929981	4189784	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp003473295
GCF_003573545	1	100	4.03	186	89.9881397	41.74284606	5826160	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Mariniphaga	Mariniphaga sediminis
GCF_003614945	1	100	0	93	89.15401545	39.74475713	1959232	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella_A	Bergeyella_A cardium
GCF_003634585	1	99.62	0	263	89.90514973	34.09033617	3586284	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gillisia	Gillisia mitskevichiae
GCF_003634615	1	98.94	1.41	283	90.61436286	36.19865191	3817109	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp002482945
GCF_003634775	1	100	0	204	90.83995248	36.55721048	3712841	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium defluvii
GCF_003664165	1	97.46	1.67	210	88.68074533	43.01443755	7718017	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp003664165
GCF_003687725	1	100	0	93	89.83901197	30.58549957	2895122	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	YIM-102668	YIM-102668 sp003687725
GCF_003709165	1	90.85	0.94	303	89.67916142	32.10165199	2416480	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	PRS1	PRS1 sp003709165
GCF_003721595	1	99.51	0.49	203	88.67111851	39.05454521	4963791	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Palsa-955	Palsa-955 sp003721595
GCF_003725415	0.7	97.17	3.4	106	90.31713688	38.64579556	2222132	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absicoccus	Absicoccus porci
GCF_003797145	0.1	98.9	1.1	182	85.17409136	38.9962404	2113287	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus sp003797145
GCF_003813775	1	100	0	203	89.64674133	53.90548905	6609774	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga lutea
GCF_003813905	1	98.99	0.67	298	89.99453468	30.43004319	3668585	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureibaculum	Aureibaculum marinum
GCF_003852525	1	99.84	2.18	209	91.47376576	42.43210119	8138505	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp003852525
GCF_003858535	1	99.16	0.53	283	89.01199792	33.75447498	3006188	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides viscosus
GCF_003865075	0.4	98.67	3.25	269	86.88880584	39.49875828	5771427	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp003865075
GCF_003865405	1	99.53	2.12	283	88.96468989	30.90804947	3453487	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides tangerina
GCF_003946205	0.2	99.48	1.64	191	88.83755431	35.55830479	2301243	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus sp003946205
GCF_003946215	0.2	99.48	1.05	191	83.35743243	42.48267842	2318206	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lapidilactobacillus	Lapidilactobacillus sp003946215
GCF_003946485	0.2	99.48	0.52	191	86.11419165	58.28060409	2468902	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus sp003946485
GCF_003946655	0.3	99.3	0	191	79.75566423	49.00935384	2639237	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	RHOV01	RHOV01 sp003946655
GCF_003970695	1	99.32	0.94	303	91.40949249	39.34611093	4016247	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp002742365
GCF_003977605	0.3	97.78	0.37	270	87.97996686	43.88201331	2691540	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella koreensis
GCF_003990915	1	99.85	0.3	336	90.65998082	38.90698435	4712046	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Chryseotalea	Chryseotalea sanaruensis
GCF_003991565	0.3	99.46	0	186	90.32043504	43.55540989	4976422	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas faecalis
